operatorId,geohash,address,lat,lng,acCount,dcCount,hdcCount,maxPowerKw
DE*EBW,0DmUCsF8,"Stuttgart, Lerchenstraße",48.781082,9.160238,2,0,0,22.0
DE*EBW,0DmUJSRH,"Stuttgart, Azenbergstraße",48.78786,9.16402,2,0,0,22.0
DE*EBW,0DmUKGtU,"Stuttgart, Keplerstr.",48.78115,9.175861,14,0,0,22.0
DE*EBW,0DmUKH9F,"Stuttgart, Keplerstraße",48.78186,9.175648,0,0,8,300.0
DE*EBW,0DmUKHVH,"Stuttgart, Keplerstr.",48.781773,9.175466,0,0,4,150.0
DE*EBW,0DmUKTFD,"Stuttgart, Keplerstr.",48.78291,9.175319,2,0,0,22.0
DE*EBW,0DmUKW8U,"Stuttgart, Kronenstr.",48.7836,9.17629,2,0,0,22.0
DE*EBW,0DmUKxnL,"Stuttgart, Lautenschlagerstr.",48.7828,9.1801,2,0,0,22.0
DE*EBW,0DmUL8DA,"Stuttgart, Moskauer Str.",48.788673,9.182448,6,0,0,22.0
DE*EBW,0DmULpWA,"Stuttgart, Am Hauptbahnhof",48.786198,9.181773,4,0,0,22.0
DE*EBW,0DmUQ03C,"Stuttgart, Hohewartstr.",48.8055,9.14674,2,0,0,22.0
DE*EBW,0DmUTtsi,"Stuttgart, Grazer Straße",48.80872,9.16095,2,0,0,22.0
DE*EBW,0DmUYrgw,"Stuttgart, Stresemannstr.",48.8022,9.17337,2,0,0,22.0
DE*EBW,0DmUZWBG,"Stuttgart, Stuttgarter Str.",48.81054,9.163867,2,0,0,22.0
DE*EBW,0DmUge_2,"Stuttgart, Kernerplatz",48.783936,9.190042,2,0,0,22.0
DE*EBW,0DmUgjKJ,"Stuttgart, Haußmannstr.",48.7803,9.191509,2,0,0,22.0
DE*EBW,0DmUhPrz,"Stuttgart, Am Neckartor",48.787086,9.189956,1,0,2,300.0
DE*EBW,0DmUhgmP,"Stuttgart, Urbanstraße",48.784958,9.191294,2,0,0,22.0
DE*EBW,0DmUhnLZ,"Stuttgart, Urbanstr.",48.787,9.19245,2,0,0,22.0
DE*EBW,0DmUiP~n,"Stuttgart, Schwarenbergstr.",48.782234,9.201187,2,0,0,22.0
DE*EBW,0DmUit~F,"Stuttgart, Kniebisstraße",48.781914,9.20486,2,0,0,22.0
DE*EBW,0DmUjXQb,"Stuttgart, Neckarstraße",48.78988,9.196849,2,0,0,22.0
DE*EBW,0DmUjtDT,"Stuttgart, Landhausstraße",48.787354,9.204024,2,0,0,22.0
DE*EBW,0DmUltDV,"Stuttgart, Rümelinstraße",48.797794,9.193153,2,0,0,22.0
DE*EBW,0DmUoGtc,"Stuttgart, Wagenburgstraße",48.78103,9.208533,2,0,0,22.0
DE*EBW,0DmUoHVP,"Stuttgart, Ostendstr.",48.78242,9.208006,2,0,0,22.0
DE*EBW,0DmUoc0W,"Stuttgart, Schönbühlstr.",48.7837,9.2103,2,0,0,22.0
DE*EBW,0DmUpJ0C,"Stuttgart, Raitelsbergstr.",48.7864,9.20983,2,0,0,22.0
DE*EBW,0DmUqTtL,"Stuttgart, Comburgstr.",48.783,9.22005,2,0,0,22.0
DE*EBW,0DmUsDAO,"Stuttgart, Sickstraße",48.790543,9.207701,2,0,0,22.0
DE*EBW,0DmUtDUO,"Stuttgart, Karl-Schurz-Str.",48.79681,9.208284,2,0,0,22.0
DE*TSL,0DmV2W9X,"Kornwestheim, Kimry-Platz",48.860626,9.198349,0,0,6,250.0
DE*EBW,0DmVJw2I,"Stuttgart, Unterländer Str.",48.832287,9.169204,2,0,0,22.0
DE*EBW,0DmVLCtA,"Stuttgart, Hohenloher Str.",48.829105,9.17622,2,0,0,22.0
DE*EBW,0DmVLS8A,"Stuttgart, Marbacher Str.",48.831512,9.176044,2,0,0,22.0
DE*EBW,0DmVm4CG,"Stuttgart, Wallensteinstraße",48.837223,9.203731,2,0,0,22.0
DE*EBW,0DmVntuQ,"Stuttgart, Suttnerstraße",48.84156,9.20502,2,0,0,22.0
DE*TSL,0DmW9S5~,"Waiblingen, Stuttgarter Strasse",48.821498,9.296802,0,0,12,250.0
DE*EBW,0DmWBdwZ,"Stuttgart, Mercedesstr.",48.7903,9.23235,2,0,0,22.0
DE*EBW,0DmWF8rJ,"Stuttgart, Ruhrstraße",48.799892,9.23755,2,0,0,22.0
DE*EBW,0DmWQe~q,"Stuttgart, Beuthener Str.",48.8059,9.2339,2,0,0,22.0
DE*EBW,0DmWRybx,"Stuttgart, Prießnitzweg",48.809513,9.236479,2,0,0,22.0
DE*EBW,0DmWXoud,"Stuttgart, Rosmarinweg",48.81817,9.249099,2,0,0,22.0
DE*EBW,0DmWePdd,"Fellbach, Steinbeisstraße",48.814514,9.265571,0,0,4,300.0
DE*EBW,0DmXFNkY,"Stuttgart, Aldinger Str.",48.841934,9.231699,2,0,0,22.0
DE*EBW,0DmY4l86,"Deizisau, Altbacher Str.",48.715973,9.389077,2,0,0,22.0
DE*EBW,0DmYAHWJ,"Denkendorf, Furtstr.",48.693855,9.318331,2,0,0,22.0
DE*EBW,0DmYQW7U,"Esslingen am Neckar, Köngener Str.",48.718193,9.318812,2,0,0,22.0
DE*EBW,0DmYV1F1,"Esslingen am Neckar, Friedrich-Ebert-Str.",48.734787,9.322398,2,0,0,22.0
DE*EBW,0DmYVBbO,"Esslingen, Kurt-Schumacher-Str.",48.73068,9.317071,2,0,0,22.0
DE*EBW,0DmYXALx,"Esslingen, Ulmer Str.",48.729996,9.328208,2,0,0,22.0
DE*EBW,0DmYX_is,"Esslingen, Dresdener Str.",48.7345,9.338411,2,0,0,22.0
DE*EBW,0DmYtXH4,"Deizisau, Olgastr.",48.713345,9.384297,2,0,0,22.0
DE*EBW,0DmYysMf,"Deizisau, Esslinger Straße",48.71468,9.379741,0,2,0,93.0
DE*EBW,0DmYzJzJ,"Altbach, Industriestr.",48.720093,9.375072,2,0,0,22.0
DE*EBW,0DmZ9~4S,"Aichwald, Beutelsbacher Str.",48.779377,9.392935,2,0,0,22.0
DE*EBW,0DmZAEPL,"Esslingen am Neckar, Plochinger Str.",48.736767,9.317059,2,0,0,22.0
DE*EBW,0DmZBeIt,"Esslingen, Flandernstr.",48.744694,9.321223,2,0,0,22.0
DE*EBW,0DmZJHDK,"Esslingen am Neckar, Esslinger Str.",48.743217,9.340183,2,0,0,22.0
DE*EBW,0DmZuElE,"Aichwald, Alte Dorfstr.",48.747852,9.393917,2,0,0,22.0
DE*EBW,0DmZykt4,"Aichwald, Gartenstr.",48.75871,9.377518,2,0,0,22.0
DE*EBW,0DmaHJy3,"Plochingen, Am Markt",48.709427,9.41851,2,0,0,22.0
DE*EBW,0DmaHQwG,"Plochingen, Urbanstr.",48.71126,9.415855,2,0,0,22.0
DE*EBW,0DmaNijE,"Plochingen, Geschwister-Scholl-Straße",48.708042,9.4335,2,0,0,22.0
DE*EBW,0DmaSC~p,"Plochingen, Urbanstr.",48.71407,9.417522,2,0,0,22.0
DE*EBW,0DmaYlWa,"Plochingen, Teckplatz",48.71602,9.431632,2,0,0,22.0
DE*EBW,0Dmal4aE,"Reichenbach, Karlstr.",48.7109,9.4573,2,0,0,22.0
DE*EBW,0DmanIju,"Reichenbach, Bahnhofstr.",48.70829,9.463188,2,0,0,22.0
DE*EBW,0DmanJy~,"Reichenbach, Ulmer Str.",48.7094,9.463,2,0,0,22.0
DE*EBW,0DmanNi7,"Reichenbach, Marienstr.",48.71006,9.462688,2,0,0,22.0
DE*EBW,0DmanTdd,"Reichenbach, Kirchstr.",48.7118,9.4611,2,0,0,22.0
DE*EBW,0DmangrO,"Reichenbach, Olgastr.",48.7083,9.4662,2,0,0,22.0
DE*EBW,0Dmanjyd,"Reichenbach an der Fils, Ulmer Straße",48.70896,9.4675,0,0,4,150.0
